id,Class,Community,Subclass,text
UgjIAQxW8ajZVngCoAEC,noncounter,black,Default,That's only a few cops out of all the cops in the world. You can't say all cops are racist and hate black people after one video. I know that it definitely could've ended better for everyone. The guy should've just shown him his ID.
Ugxp5TVkEpUghbnEOm54AaABAg,noncounter,jews,Default,You didn't answer my question.
UgxBNGCwD18J8uW6uht4AaABAg,noncounter,jews,Default,"@aer67pi50yoo32sw 1. Allah created everyone, how can HE be racist? That's like saying your mother cursed you because you're white

2.How can anyone curse a nation? How can jews KILL a whole nation? PALESTINE, ring a bell? Remember gaza? Yeah, MILLIONS die there.

3.Any nation, jews or not, are made of both good and bad people. Quoted by you, ok, why is that if one Muslim does a bad thing EVERY MUSLIM gets the blame?

(character limit almost gone)"
UgwDsfS2oWavOA5wooN4AaABAg,noncounter,lgbt,Default,"your no better than all these atheist here, you are what God calls the ""Wolf in Sheeps Clothing"""
UgwVVTDqoULsIKOl2Gt4AaABAg,noncounter,lgbt,Default,What do you do if your kid is a hermaphrodite? Seriously?
UgwAlVwM6wjmvO_NpLl4AaABAg,counterspeech,jews,Denouncing hateful or dangerous speech,Muslims are spreading hate is that what their religion is about?
UgwX8W8d96ZI7jTpmTB4AaABAg,noncounter,black,Default,I don’t like her or anything but I agree on this video.
UgzPh9fCOdvOtzZeAxN4AaABAg,counterspeech,black,9,RACIST
UgzLRJQbIDnI59fXicR4AaABAg,noncounter,black,Default,"I do not think it was wrong to put him in handcuffs. No it's not because, he's black. I don't care if he was white he should've been put in cuffs. It's their job to react to assault. The police do not know if he could jump to hit him again from temper. You just don't know. Obviously if they figured that this man was in the right they release him. Race is not a factor in this situation."
UgjxNUU-fPV5KXgCoAEC,counterspeech,jews,Hostile language,So sad
Ugz-lHYWXRmYHQehY-14AaABAg,noncounter,jews,Default,"@miladmeah Wow. Any person with a logical free thinking mind could see that the Hadith you are trying to coincide with the Qur'an has NOTHING to do with each other!!! You are nothing but a progeny of Shaytan!! Stop your pathetic and feeble attempts of trying to mislead people from the truth by your blatant lies and unbelievably flawed ""organized confusion."" Allah(SWT) has taught me of the Occult and how they use certain ways to smear FACTS and TRUTH, just like you are doing!! Not to mention NOOR"
Ugg-RabHANZHgHgCoAEC,noncounter,jews,Default,jews created cultural marxism and did 9/11
UgzIoO33wC1KZR_Dn894AaABAg,noncounter,jews,Default,I love you Farrakhan
UgwLp7JArXcjosh-aRx4AaABAg,noncounter,lgbt,Default,"This ""likes dislikes"" system is misleading, shouldn't this video spread and become popular on YT, i dont think disliking it will help, bros."
Ugy6zKX4gufK2Y8gcsN4AaABAg,noncounter,jews,Default,Fuck Israel. Fuck Jews.
UgjpSW2bgO-fCXgCoAEC,counterspeech,jews,9,"Muslims are the dirtiest bastards in this world. How can they worship a bastard and asshole like Allah ? Don't they have any common sense ?
Islam has to be destroyed."
UgwL15bXSV8LmFODK7d4AaABAg,noncounter,jews,Default,this tells that how narrow minded  u jews are.....!!!
UgwaBHQvgbrskvGeRcB4AaABAg,counterspeech,black,9,She sucks
Ugzgtg6yS2PIpAf92eJ4AaABAg,noncounter,black,Default,It's called investigation. Don't presume either of them are going to jail until proper investigation and trial.
UgjpW6-lil-WTXgCoAEC,counterspeech,black,Affiliation,what we have here is a failure to communicate. im bi racial blk father white mom. ohhh like the former president. Im 51 years old and im tired of hearing a 20 ish asshole talk about because im black blah blah. im embarressed.
Ugy0J7ZlWhoBrw9r4b94AaABAg,counterspeech,black,Denouncing hateful or dangerous speech,This is not right!!!!
Ugxdv0nvLoiZhJUj1QJ4AaABAg,noncounter,black,Default,cane here for the bewbs
Ugy9a5uj97sI0TIBgp94AaABAg,counterspeech,lgbt,Positive tone,I can really feel the 'love' in his delivery...  What would Jesus do? Maybe 'punch' this guy to snap him out of it!
UgxFnx58l4TqwOBhqdl4AaABAg,counterspeech,jews,"Pointing out hypocrisy or contradictions, Presenting facts, 9","mr zakir naik,  allah didn't chosen them and allah is not the God of israel, he is your false god, a moon god...you just ok if they are not the chosen people then are muslims now ? and how muslims became the blessing for humanity ?  allah came from saudi arabia, he is a gof who mislead you and fools you from 1400 years...."
UgyhwkDOtyyxVN3gOPd4AaABAg,noncounter,jews,Default,do u know your direction to pray to your creator my friend? if u r asked to go and pray to your creator would u need to do ablution like we muslims do ? u know my friend.. when we finished our nature call from the toilet could we go straight to the one Holy and seek pardon from him with all the smelly stench on your body.. u might be clean but there r those who arent lol.. thats what makes islam different from any other religion of the world and the whole universe :)
UggVTRsir1WZpXgCoAEC,noncounter,jews,Default,Lol here in la the Jews have a billboard campaign explaining only how many hungry Jews are in the city. What about everyone else that's starving and homeless here?
Ugj6z3WYY4PCcXgCoAEC,counterspeech,jews,Presenting facts,Because it was written by Muhamads cousin Ali.  Muhamad just memorised it and recited it as if he was told by an angel.
UgxjWS5VtXK1nA_vADx4AaABAg,noncounter,jews,Default,"@Pitttdog 
It's like asking me to prove that I'm not a scientist..of course I',m not a scientists..I don't do science for living, you can observe me every days and verify for yourself that I'm not a scientist..I haven''t published any scientific books or literature..You will not observe me performing experiments or testing theories like scientists do..You can physically see me and question me directly if I'm scientist when you are still alive..I'll not ask to find out only after you die.."
Ugi2sqC5ncdXPngCoAEC,noncounter,lgbt,Default,"Sodomites are deluding themselves into thinking being a sodomite is natural...

Sodomite is the most unnatural thing a man can do while living on earth...

It is perverse and it will ruin the person involved in it one way or another
And Hell Fire is waiting when sodomites die without Jesus"
UggcFDGgo22NQXgCoAEC,counterspeech,jews,Pointing out hypocrisy or contradictions,"its crazy that some Christians are anti Jewish, when they derive their religion from Judaism."
Ugy40OdPGrQk9L6sDAx4AaABAg,noncounter,black,Default,"This shit isn't even racist. I found no offense to this racially. But, dude, this shit is just shit. UTTER FUCKING SHIT."
UgifkMlmxEYSQXgCoAEC,noncounter,jews,Default,Leave the white man alone..
UgwmEEduLVzu-eX6Xoh4AaABAg,noncounter,black,Default,It’s too risky. I can not get involved. If there was no video or the girl is too afraid to tell the truth. If they are raping you I can’t help you.
Ugzsp8UZxBA0B2PIrCR4AaABAg,noncounter,black,Default,That black girl fine as f***
Ugip5ji8iZRap3gCoAEC,noncounter,lgbt,Default,He did a great video on the lies of the Holocaust
Ugy4BXrYj4cCQxs4SEt4AaABAg,counterspeech,black,Pointing out hypocrisy or contradictions,And then they get away with it because they have a uniform
UgyxvfReYWa4OzoWzQ54AaABAg,noncounter,black,Default,your amazing XD
Ugy32gQ-EPML3HbEtY94AaABAg,counterspeech,black,Presenting facts,"1. Skin tone and hair color doesn't imply your racial ethnic group.

2. Black people can be albino to jet black they're still racially black.

3. Culture don't imply nationality of origin anymore, someone eating a burger in the united states isn't cultural appropriation if all you have is steak and burger joints with the occasional taco truck or Chinese fast diner. It's not like you can find jollof rice on the burger king menu.

4. Not all black are dark black not even idegenous Africans all look the same.

5. There is an black culture because of isolation from most other groups. But both of you are petty."
UgwhW6Hsa0toh1qO8WZ4AaABAg,counterspeech,lgbt,9,die Christian cunt
UggA9A0ES0Qzj3gCoAEC,noncounter,black,Default,Niggas have to learn comply and don't die
UggA72cqR5jeB3gCoAEC,noncounter,jews,Default,Swear jews and muslims are cousins
UgzEfH_gvCTbAkrddXZ4AaABAg,noncounter,jews,Default,Zionist Jews are the Spawn of Satan
UgwW6SYsSnW0rZ8JNOh4AaABAg,noncounter,jews,Default,I wish Israel incinerate the filth called middle east. One day...
UgyJZTwx5QreS6ME0id4AaABAg,noncounter,black,Default,"This wasn't based on race. This was cops doing their job and you're twisting it to suit your political agenda, as this channel does constantly."
UgzKrJMrehM89nvjq3p4AaABAg,noncounter,black,Default,"Black men.
You can keep your women's big fat arses to yourselves.
What kind of sick prick is attracted to cellulite and general unhealthiness."
UgydeBQP77uVB2XWmSN4AaABAg,noncounter,jews,Default,And to think things have gotten so much worse... The Jews will be the end of us all if we fail to rise up soon.
UgiSh-cPAC7kyXgCoAEC,noncounter,lgbt,Default,"Firstly, ACTING upon homosexuality (IE: gay marriage, homosexual sex, etc. -- not ""BEING"" homosexual) IS a sin: Leviticus 18:22, Leviticus 20:13. Though, this DOESN'T MATTER if you're NOT a Christian. God's laws are for HIS people; if you are not a follower of God then why does it matter if it's a sin or not? 

I don't know who Kirk Cameron is, and I don't think he fully understands a lot of Christian, philosophical premises, but I admire that he has the guts to say something so un-politically correct as going against homosexual marriage on national television. To clarify what I THINK Cameron was trying to say is that morality is universal, not relative. If you believe in good and evil, then you must assume a moral law to DIFFERENTIATE between good and evil. If you believe in a moral law, you must pause at a moral law giver who DEFINES what is good and evil.

I use capital letters to emphasize words because YouTube lacks an italics text, so I hope it doesn't come off as me yelling. Haha."
UgweU3gEQ9-pcks9DTh4AaABAg,noncounter,black,Default,i think the human race wants to talk to you
UghbCaTp59AhE3gCoAEC,noncounter,lgbt,Default,Homosexuality is a sin
Ugjy-jG_rG7zb3gCoAEC,counterspeech,jews,"Pointing out hypocrisy or contradictions, Positive tone","Allah's curse on Jews seems to be backfiring on Allah & Muslims. Here are some interesting statistics, showing how Allah's curse is acting in real life. Compare the contributions made by each group, to Science:
Noble Prize winner in Science.
Muslim Laureates: Physics=00  Chemistry=01  Medicine=00;
   Jews Laureates: Physics=51  Chemistry=36  Medicine=55;
Population Muslims=1,200,000,000; Jews=14,000,000; based on the population 
Muslims should have at least 12,000 Noble prize winners, not just one. Allah's curse on Jews seems to be, paradoxically,  a curse on Muslims."
Uggj8QXBia_VTXgCoAEC,noncounter,jews,Default,"The term Semite means a member of any of various ancient and modern Semitic-speaking peoples originating in the Near East, including; Akkadians (Assyrians/Syriacs and Babylonians), Ahlamu, Amalekites, Ammonites, Amorites, Arameans, Chaldeans, Canaanites, Eblaites, Dilmunites, Hebrews (Israelites, Judeans and Samaritans), Edomites, Ethiopian Semites, Hyksos, Arabs, Nabateans, Maganites, Maltese, Mandaeans, Mhallami, Moabites, Phoenicians (including Carthaginians), Shebans, Sabians, Ubarites and Ugarites."
UggskgkoiiuFdngCoAEC,noncounter,jews,Default,Fuck jews
Ughd4LJ2iklqsXgCoAEC.87U6GOWfu1K87omsi7HFE9,counterspeech,lgbt,Warning of offline or online consequences,"+KJV1611 Only 
it's legalistic preachers like him that make people burn down our churches and spit on Christ. Jesus said for us to Love one another. and pray for those who persecute us. if you hate your brother you are a murderer. go and Sin no more. He who is without sin cast the first stone, America needs God. but not these Satan influenced deceivers"
