Class,context,text,id
hypocrisy,Image (features protesters with signs such as 'behead those who insult Islam) with a caption saying 'How can we be Islamophobic when they really do want to kill us'.,"Do an image search for the image used, try to find it is source. Either you can demonstrate that the image has been misappropriated or you can talk about how individuals have always used religion to justify their actions, the problem is with the individual not the religion.",566
support,I've been into Muslim shops in areas of Birmingham and they have refused to serve me. I've even seen signs saying 'No Whites After 8pm'.,In Birmingham there are Muslims shops that do not serve white people after 8pm.,567
hypocrisy,Muslims cannot add any value to our culture.,Try running the NHS without them and other migrants!,568
denouncing,"Koran is a book that should be burnt and mosques should be demolished. If we do all these things, all problems in our community will be solved.",It would not solve the hate and persecution that plagues these comments.,569
facts,Muslims have nothing to contribute to our society.,"Muslims have an excellent academic record, with many well-known Doctors and Professors.",570
facts,"Islam is just a pagan cult, that disguises itself as a religion.",Pretty impressive 'cult' to have produced 12 Nobel Prize winners.,571
hypocrisy,Appeasement to Islam and Muslims is a mental illness. It is a fact.,Appeasement? 1.6 billion muslims are not the enemy?,572
hypocrisy,Using violence to punish another person? Sounds like a muslim issue.,Then the violent protesters in support of tommy were muslims?,573
hypocrisy,If someone wrote the Koran to the present day it would not be allowed.,How often have you read the Quran and thought about its teachings? Or is your knowledge based on selected highlights? We all know there are exerts like that in the Bible too.,574
facts,"There are too many differences between Muslims and us, for example Muslims have different laws from us.",It is quite literally not.,575
question,The police and politicians are covering up these Muslim grooming gangs - They are traitors to their own people!,No they are not - prove this?,576
denouncing,"Europe is civilised, Muslims should not stay there.","Muslims have been a part of European society for hundreds of years, what is not 'civilised' is your attitude towards them.",577
facts,Western societies are too civilised to welcome Muslims.,"Muslims have been a part of western society for hundreds and hundreds of years and have been integral to its development, to try and separate the two is impossible.",578
facts,Islam is totalitarian: Muslims want to invade every country. If we want to live in a multicultural world we need some countries without Islam.,"I am not sure I would use 'invasion' to describe the spread of a particular faith or belief, but isn't' that what religions do. Spead; by text, by preaching, by word of mouth, by proselytisation?",579
facts,England is becoming a islamic country and the government succumbs to every caprice of Muslims.,We will not know until the next census by recent survey suggests that the UK is increasingly a secular society with a growing percentage expressing no religious affiliation at all.,580
facts,Using violence to punish another person? Sounds like a muslim issue.,"Well, when the pope who represents 1.2 billion catholics and the grand imam, the highest seat in sunni islam, sing a joint declaration stating ''we resolutely declare that religions must never incite war, hateful attitudes, hostility and extremism, nor must they incite violence or the shedding of blood,"" i know who i will believe. Stop just listening to the news you want to believe.",581
facts,Almost all Muslims deliberately decide not to work.,That might be because of the discrimination they face in the labour market.,582
